Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Raman wavelength,Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),CNT Diameter (nm),Plottable CNT Diameter (nm),Host Conductivity (MSm-1),Bulk Fiber Diameter (microns),Thermal Conductivity (W/(m K)),Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log Host Conductivity ,Log Thermal Conductivity ,Probe separation for Electrical conductivity (microns),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Diameter Regime
Not Reported/ Can not calculate,,1.95587074048738,Not Reported/ Can not calculate,,1.0672368577432598,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.2913401497624194,,0.028260815483738485,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,,2.36095409963005,Not Reported/ Can not calculate,,0.5761418101071241,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.3730875438465538,,-0.2394706072592494,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,,3.62510297165606,Not Reported/ Can not calculate,,0.501419832616646,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,0.5593203472895983,,-0.29979849242481005,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
2.570694087403599,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.242,5,Not Reported/ Can not calculate,0.41005039867429227,,,,,,,0.6989700043360189,,-0.6161846340195687,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.662251655629139,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.33,5,Not Reported/ Can not calculate,-0.17897694729316949,,,,,,,0.6989700043360189,,-0.4814860601221125,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
2.4390243902439024,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.149,8.5,Not Reported/ Can not calculate,0.3872161432802645,,,,,,,0.9294189257142927,,-0.826813731587726,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
5.434782608695652,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.33,19,Not Reported/ Can not calculate,0.7351821769904635,,,,,,,1.2787536009528289,,-0.4814860601221125,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
10.638297872340424,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.532,19.9,Not Reported/ Can not calculate,1.0268721464003012,,,,,,,1.2988530764097066,,-0.2740883677049518,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
7.462686567164178,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.439,19.9,Not Reported/ Can not calculate,0.8728952016351923,,,,,,,1.2988530764097066,,-0.35753547975787864,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
4.166666666666666,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.568,19.9,Not Reported/ Can not calculate,0.619788758288394,,,,,,,1.2988530764097066,,-0.24565166428898116,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
12.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.432,19.9,Not Reported/ Can not calculate,1.0969100130080565,,,,,,,1.2988530764097066,,-0.3645162531850879,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
11.494252873563218,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.524,19.9,Not Reported/ Can not calculate,1.0604807473813815,,,,,,,1.2988530764097066,,-0.28066871301627333,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
14.28369396125018,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.40459860062603686,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.1548405365386565,,,,,,,,,-0.39297562364490096,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.40459860062603686,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,19.9,Not Reported/ Can not calculate,-0.39297562364490096,,,,,,,1.2988530764097066,,,,,19900,4.298853076409706,19900,4.298853076409706,,large
3.4126513676009917,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.5330919235377286,,,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
3.134820622919203,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.4962126951810414,,,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1.0700174189644474,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.20508183907509597,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.029390847683867672,,,,,,,,,-0.6880727966705656,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.20508183907509597,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8.5,Not Reported/ Can not calculate,-0.6880727966705656,,,,,,,0.9294189257142927,,,,,8500,3.929418925714293,8500,3.929418925714293,,large
0.6449193633901152,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,-0.19049458338637898,,,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,2000,,,,,,,,,3.3010299956639813,,3.3010299956639813,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.0980392156862745,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,36.3078054770102,-1.0086001717619175,,,,,,,,1.5600000000000007,,1.5600000000000007,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1.3986013986013985,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,1934.93627539094,0.14569395819891937,,,,,,,,3.286666666666664,,3.286666666666664,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.37325015779571946,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,500.068071210253,-0.4280000000000013,,,,,,,,2.699029126213591,,2.699029126213591,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1.3061708881318386,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,1352.28416067126,0.11599999999999903,,,,,,,,3.131067961165045,,3.131067961165045,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.09999999999999999,1.3,0.0769230769230769,,,,,,,,,,-1.0,0.11394335230683679,-1.113943352306837,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
0.01,1.55,0.006451612903225806,,,,,,,,,,-2.0,0.1903316981702915,-2.1903316981702914,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1e-06,1.8,5.555555555555555e-07,,,,,,,,,,-6.0,0.25527250510330607,-6.2552725051033065,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
1e-07,2,5e-08,,,,,,,,,,-7.0,0.3010299956639812,-7.301029995663981,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
2.5,2.267,1.1027790030877813,,,,,,,,,,0.3979400086720376,0.3554515201265174,0.042488488545520266,,,,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
,0.6,,,100,0.16666666666666669,10,,,,,,,-0.2218487496163564,,2.0,-0.7781512503836436,1.0,,,,,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
90,2.24,40.17857142857142,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.1,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.954242509439325,0.35024801833416286,1.603994491105162,,,,,,,0.3222192947339193,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
36,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.5,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.5563025007672873,,,,,,,,,0.17609125905568124,,,,,Not Reported/ Can not calculate,,,Not reported/Can not calculate
9.128414371528967,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7985611510791364,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.9603953460446814,,,,,,,,,0.2549252084179425,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
9.68378020921008,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1385,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7985611510791364,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.9860449237880269,,,3.1414497734004674,,,,,,0.2549252084179425,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
10.03968171524735,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7985611510791364,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.0017199447310279,,,,,,,,,0.2549252084179425,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
10.538666201421911,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7985611510791364,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.0227856490153102,,,,,,,,,0.2549252084179425,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
13.06089353766319,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7985611510791364,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.1159728894353822,,,,,,,,,0.2549252084179425,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
13.917401071366866,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1343,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7985611510791364,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.143558142907866,,,3.1280760126687155,,,,,,0.2549252084179425,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
16.154309019188346,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1089,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.7985611510791364,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.20828838633562,,,3.037027879755775,,,,,,0.2549252084179425,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not reported/Can not calculate
